{-9/4, 3*sqrt(7)/4}
{-41/24 + sqrt(77)/8, -sqrt(11)/24 + 7*sqrt(7)/8}
{-83/48 - sqrt(21)/16 + sqrt(77)/8, -sqrt(11)/24 + sqrt(3)/48 + 13*sqrt(7)/16}
{-11/6 + sqrt(33)/48 + sqrt(77)/16, -sqrt(11)/48 + sqrt(231)/16 + sqrt(7)/2}
{-89/48 - sqrt(21)/16 + sqrt(33)/48 + sqrt(77)/16, -sqrt(11)/48 + sqrt(3)/48 + sqrt(231)/16 + 7*sqrt(7)/16}
{-5/3 + sqrt(77)/16 + 3*sqrt(21)/16, -sqrt(3)/16 - sqrt(11)/48 + sqrt(7)}
{-41/24 + sqrt(77)/16 + 3*sqrt(21)/16, -sqrt(3)/16 - sqrt(11)/48 + 7*sqrt(7)/8}
{-53/32 - sqrt(33)/96 + 3*sqrt(21)/32 + 3*sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/32 - sqrt(3)/32 + 33*sqrt(7)/32}
{-83/48 + sqrt(77)/16 + sqrt(21)/8, -sqrt(3)/24 - sqrt(11)/48 + 13*sqrt(7)/16}
{-169/96 + sqrt(33)/96 + sqrt(77)/32 + 5*sqrt(21)/32, -5*sqrt(3)/96 - sqrt(11)/96 + sqrt(231)/32 + 23*sqrt(7)/32}
{-173/96 + sqrt(33)/96 + sqrt(77)/32 + 5*sqrt(21)/32, -5*sqrt(3)/96 - sqrt(11)/96 + sqrt(231)/32 + 19*sqrt(7)/32}
{-41/24 + sqrt(21)/16 + sqrt(77)/16, -sqrt(11)/48 - sqrt(3)/48 + 7*sqrt(7)/8}
{-53/32 - sqrt(21)/32 - sqrt(33)/96 + 3*sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/32 + sqrt(3)/96 + 33*sqrt(7)/32}
{-57/32 + sqrt(33)/96 + sqrt(77)/32 + 3*sqrt(21)/32, -sqrt(3)/32 - sqrt(11)/96 + sqrt(231)/32 + 21*sqrt(7)/32}
{-83/48 + sqrt(77)/16, -sqrt(11)/48 + 13*sqrt(7)/16}
{-173/96 + sqrt(33)/96 + sqrt(21)/32 + sqrt(77)/32, -sqrt(11)/96 - sqrt(3)/96 + sqrt(231)/32 + 19*sqrt(7)/32}
{-13/8 - sqrt(33)/48 + 3*sqrt(21)/16, -sqrt(231)/16 - sqrt(3)/16 + 9*sqrt(7)/8}
{-57/32 - 3*sqrt(77)/32 + sqrt(33)/96 + 11*sqrt(21)/32, -11*sqrt(3)/96 + sqrt(11)/32 + sqrt(231)/32 + 21*sqrt(7)/32}
{-83/48 - sqrt(77)/16 + sqrt(21)/4, -sqrt(3)/12 + sqrt(11)/48 + 13*sqrt(7)/16}
{-161/96 - sqrt(77)/32 - sqrt(33)/96 + 5*sqrt(21)/32, -sqrt(231)/32 - 5*sqrt(3)/96 + sqrt(11)/96 + 31*sqrt(7)/32}
{-175/96 - sqrt(77)/32 - sqrt(33)/96 + 7*sqrt(21)/32, -sqrt(231)/32 - 7*sqrt(3)/96 + sqrt(11)/96 + 17*sqrt(7)/32}
{-175/96 - sqrt(21)/32 + sqrt(33)/96 + sqrt(77)/32, -sqrt(11)/96 + sqrt(3)/96 + sqrt(231)/32 + 17*sqrt(7)/32}
{-179/96 + sqrt(33)/96 + sqrt(77)/32 + 3*sqrt(21)/32, -sqrt(3)/32 - sqrt(11)/96 + sqrt(231)/32 + 13*sqrt(7)/32}
{-169/96 - sqrt(77)/32 - sqrt(33)/96 + 5*sqrt(21)/32, -sqrt(231)/32 - 5*sqrt(3)/96 + sqrt(11)/96 + 23*sqrt(7)/32}
{-181/96 + sqrt(33)/96 + sqrt(21)/32 + sqrt(77)/32, -sqrt(11)/96 - sqrt(3)/96 + sqrt(231)/32 + 11*sqrt(7)/32}
{-57/32 - sqrt(21)/32 - sqrt(33)/96 + 3*sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/32 + sqrt(3)/96 + 21*sqrt(7)/32}
{-59/32 - sqrt(33)/96 + sqrt(21)/32 + 3*sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/32 - sqrt(3)/96 + 15*sqrt(7)/32}
{-89/48 - sqrt(21)/16 + sqrt(77)/8, -sqrt(11)/24 + sqrt(3)/48 + 7*sqrt(7)/16}
{-11/6 - sqrt(21)/8 + sqrt(77)/8, -sqrt(11)/24 + sqrt(3)/24 + sqrt(7)/2}
{-83/48 - sqrt(33)/48 + sqrt(21)/16 + sqrt(77)/16, -sqrt(231)/16 - sqrt(11)/48 - sqrt(3)/48 + 13*sqrt(7)/16}
{-41/24 - sqrt(33)/48 + sqrt(77)/16, -sqrt(231)/16 - sqrt(11)/48 + 7*sqrt(7)/8}
{-43/24 - sqrt(21)/8 + sqrt(77)/8, -sqrt(11)/24 + sqrt(3)/24 + 5*sqrt(7)/8}
{-85/48 - 3*sqrt(21)/16 + sqrt(77)/8, -sqrt(11)/24 + sqrt(3)/16 + 11*sqrt(7)/16}
{-173/96 - sqrt(33)/96 + sqrt(77)/32 + 7*sqrt(21)/32, -sqrt(231)/32 - 7*sqrt(3)/96 - sqrt(11)/96 + 19*sqrt(7)/32}
{-175/96 - sqrt(33)/96 + sqrt(77)/32 + 5*sqrt(21)/32, -sqrt(231)/32 - 5*sqrt(3)/96 - sqrt(11)/96 + 17*sqrt(7)/32}
{-7/4 - sqrt(33)/48 + 3*sqrt(21)/16, -sqrt(231)/16 - sqrt(3)/16 + 3*sqrt(7)/4}
{-173/96 - sqrt(33)/96 + sqrt(77)/32 + 3*sqrt(21)/32, -sqrt(231)/32 - sqrt(3)/32 - sqrt(11)/96 + 19*sqrt(7)/32}
{-11/6 + sqrt(21)/16 + sqrt(77)/16, -sqrt(11)/48 - sqrt(3)/48 + sqrt(7)/2}
{-89/48 + sqrt(77)/16, -sqrt(11)/48 + 7*sqrt(7)/16}
{-169/96 - sqrt(33)/96 + sqrt(77)/32 + 3*sqrt(21)/32, -sqrt(231)/32 - sqrt(3)/32 - sqrt(11)/96 + 23*sqrt(7)/32}
{-27/16 - sqrt(33)/48 + sqrt(21)/8, -sqrt(231)/16 - sqrt(3)/24 + 15*sqrt(7)/16}
{-29/16 + sqrt(77)/16, -sqrt(11)/48 + 9*sqrt(7)/16}
{-167/96 - sqrt(33)/96 + sqrt(21)/32 + sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/96 - sqrt(3)/96 + 25*sqrt(7)/32}
{-43/24 - sqrt(21)/16 + sqrt(77)/16, -sqrt(11)/48 + sqrt(3)/48 + 5*sqrt(7)/8}
{-57/32 - 3*sqrt(77)/32 - sqrt(33)/96 + 9*sqrt(21)/32, -sqrt(231)/32 - 3*sqrt(3)/32 + sqrt(11)/32 + 21*sqrt(7)/32}
{-31/16 + sqrt(33)/48 + sqrt(21)/8, -sqrt(3)/24 + 3*sqrt(7)/16 + sqrt(231)/16}
{-179/96 - sqrt(77)/32 + sqrt(33)/96 + 5*sqrt(21)/32, -5*sqrt(3)/96 + sqrt(11)/96 + sqrt(231)/32 + 13*sqrt(7)/32}
{-43/24 - sqrt(77)/16 + 3*sqrt(21)/16, -sqrt(3)/16 + sqrt(11)/48 + 5*sqrt(7)/8}
{-91/48 - sqrt(77)/16, sqrt(11)/48 + 5*sqrt(7)/16}
{-85/48 - sqrt(21)/8 + sqrt(77)/16, -sqrt(11)/48 + sqrt(3)/24 + 11*sqrt(7)/16}
{-89/48 - sqrt(21)/8 + sqrt(77)/16, -sqrt(11)/48 + sqrt(3)/24 + 7*sqrt(7)/16}
{-11/6 - sqrt(77)/16 + sqrt(21)/16, -sqrt(3)/48 + sqrt(11)/48 + sqrt(7)/2}
{-11/6 - 3*sqrt(21)/16 + sqrt(77)/16, -sqrt(11)/48 + sqrt(3)/16 + sqrt(7)/2}
{-7/4 - sqrt(21)/16 - sqrt(33)/48, -sqrt(231)/16 + sqrt(3)/48 + 3*sqrt(7)/4}
{-29/16 - sqrt(21)/8 - sqrt(33)/48, -sqrt(231)/16 + sqrt(3)/24 + 9*sqrt(7)/16}
{-85/48 - 3*sqrt(21)/16 - sqrt(33)/48 + sqrt(77)/16, -sqrt(231)/16 - sqrt(11)/48 + sqrt(3)/16 + 11*sqrt(7)/16}
{-83/48 - 3*sqrt(21)/16 - sqrt(33)/48 + sqrt(77)/16, -sqrt(231)/16 - sqrt(11)/48 + sqrt(3)/16 + 13*sqrt(7)/16}
{-85/48 - sqrt(77)/16 - sqrt(33)/48 + sqrt(21)/16, -sqrt(231)/16 - sqrt(3)/48 + sqrt(11)/48 + 11*sqrt(7)/16}
{-83/48 - sqrt(77)/16 - sqrt(33)/48 + sqrt(21)/16, -sqrt(231)/16 - sqrt(3)/48 + sqrt(11)/48 + 13*sqrt(7)/16}
{-41/24 - sqrt(21)/8 - sqrt(33)/48 + sqrt(77)/16, -sqrt(231)/16 - sqrt(11)/48 + sqrt(3)/24 + 7*sqrt(7)/8}
{-5/3 - sqrt(21)/8 - sqrt(33)/48 + sqrt(77)/16, -sqrt(231)/16 - sqrt(11)/48 + sqrt(3)/24 + sqrt(7)}
{-181/96 - sqrt(77)/32 - sqrt(33)/96 + sqrt(21)/32, -sqrt(231)/32 - sqrt(3)/96 + sqrt(11)/96 + 11*sqrt(7)/32}
{-179/96 - sqrt(77)/32 - sqrt(21)/32 - sqrt(33)/96, -sqrt(231)/32 + sqrt(3)/96 + sqrt(11)/96 + 13*sqrt(7)/32}
{-59/32 - 3*sqrt(77)/32 - sqrt(33)/96 + 3*sqrt(21)/32, -sqrt(231)/32 - sqrt(3)/32 + sqrt(11)/32 + 15*sqrt(7)/32}
{-175/96 - sqrt(77)/32 - sqrt(21)/32 - sqrt(33)/96, -sqrt(231)/32 + sqrt(3)/96 + sqrt(11)/96 + 17*sqrt(7)/32}
{-175/96 - 3*sqrt(21)/32 - sqrt(33)/96 + sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/96 + sqrt(3)/32 + 17*sqrt(7)/32}
{-173/96 - 5*sqrt(21)/32 - sqrt(33)/96 + sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/96 + 5*sqrt(3)/96 + 19*sqrt(7)/32}
{-173/96 - sqrt(77)/32 - sqrt(33)/96 + sqrt(21)/32, -sqrt(231)/32 - sqrt(3)/96 + sqrt(11)/96 + 19*sqrt(7)/32}
{-57/32 - 3*sqrt(77)/32 - sqrt(33)/96 + 5*sqrt(21)/32, -sqrt(231)/32 - 5*sqrt(3)/96 + sqrt(11)/32 + 21*sqrt(7)/32}
{-57/32 - 3*sqrt(21)/32 - sqrt(33)/96 + sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/96 + sqrt(3)/32 + 21*sqrt(7)/32}
{-169/96 - sqrt(77)/32 - sqrt(33)/96 + sqrt(21)/32, -sqrt(231)/32 - sqrt(3)/96 + sqrt(11)/96 + 23*sqrt(7)/32}
{-167/96 - 3*sqrt(21)/32 - sqrt(33)/96 + sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/96 + sqrt(3)/32 + 25*sqrt(7)/32}
{-61/32 - 3*sqrt(77)/32 + sqrt(33)/96 + 3*sqrt(21)/32, -sqrt(3)/32 + sqrt(11)/32 + sqrt(231)/32 + 9*sqrt(7)/32}
{-61/32 - 7*sqrt(21)/32 + sqrt(33)/96 + 3*sqrt(77)/32, -sqrt(11)/32 + 7*sqrt(3)/96 + sqrt(231)/32 + 9*sqrt(7)/32}
{-181/96 - 3*sqrt(21)/32 + sqrt(33)/96 + sqrt(77)/32, -sqrt(11)/96 + sqrt(3)/32 + sqrt(231)/32 + 11*sqrt(7)/32}
{-179/96 - sqrt(77)/32 + sqrt(33)/96 + sqrt(21)/32, -sqrt(3)/96 + sqrt(11)/96 + sqrt(231)/32 + 13*sqrt(7)/32}
{-175/96 - 7*sqrt(21)/32 - sqrt(77)/32 + sqrt(33)/96, sqrt(11)/96 + 7*sqrt(3)/96 + sqrt(231)/32 + 17*sqrt(7)/32}
{-163/96 - 3*sqrt(21)/32 - sqrt(33)/96 + sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/96 + sqrt(3)/32 + 29*sqrt(7)/32}
{-167/96 - 7*sqrt(21)/32 - sqrt(33)/96 + sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/96 + 7*sqrt(3)/96 + 25*sqrt(7)/32}
{-175/96 - 3*sqrt(21)/32 - sqrt(77)/32 + sqrt(33)/96, sqrt(11)/96 + sqrt(3)/32 + sqrt(231)/32 + 17*sqrt(7)/32}
{-163/96 - 7*sqrt(21)/32 - sqrt(33)/96 + sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/96 + 7*sqrt(3)/96 + 29*sqrt(7)/32}
{-55/32 - 3*sqrt(77)/32 - sqrt(21)/32 - sqrt(33)/96, -sqrt(231)/32 + sqrt(3)/96 + sqrt(11)/32 + 27*sqrt(7)/32}
{-55/32 - 3*sqrt(77)/32 - 5*sqrt(21)/32 - sqrt(33)/96, -sqrt(231)/32 + 5*sqrt(3)/96 + sqrt(11)/32 + 27*sqrt(7)/32}
{-5/3 - sqrt(21)/8 - sqrt(77)/16 - sqrt(33)/48, -sqrt(231)/16 + sqrt(11)/48 + sqrt(3)/24 + sqrt(7)}
{-79/48 - sqrt(77)/16 - sqrt(21)/16 - sqrt(33)/48, -sqrt(231)/16 + sqrt(3)/48 + sqrt(11)/48 + 17*sqrt(7)/16}
{-43/24 - sqrt(77)/8, sqrt(11)/24 + 5*sqrt(7)/8}
{-85/48 - sqrt(77)/8 + sqrt(21)/16, -sqrt(3)/48 + sqrt(11)/24 + 11*sqrt(7)/16}
{-5/3 - sqrt(77)/16 - sqrt(33)/48, -sqrt(231)/16 + sqrt(11)/48 + sqrt(7)}
{-79/48 - sqrt(77)/16 - sqrt(33)/48 + sqrt(21)/16, -sqrt(231)/16 - sqrt(3)/48 + sqrt(11)/48 + 17*sqrt(7)/16}
{-11/6 - 3*sqrt(21)/16 - sqrt(77)/16, sqrt(11)/48 + sqrt(3)/16 + sqrt(7)/2}
{-43/24 - 3*sqrt(21)/16 - sqrt(77)/16, sqrt(11)/48 + sqrt(3)/16 + 5*sqrt(7)/8}
{-59/32 - 3*sqrt(77)/32 - 3*sqrt(21)/32 + sqrt(33)/96, sqrt(3)/32 + sqrt(11)/32 + sqrt(231)/32 + 15*sqrt(7)/32}
{-85/48 - sqrt(21)/8 - sqrt(77)/16, sqrt(11)/48 + sqrt(3)/24 + 11*sqrt(7)/16}
{-167/96 - 5*sqrt(21)/32 - sqrt(77)/32 - sqrt(33)/96, -sqrt(231)/32 + sqrt(11)/96 + 5*sqrt(3)/96 + 25*sqrt(7)/32}
{-163/96 - 5*sqrt(21)/32 - sqrt(77)/32 - sqrt(33)/96, -sqrt(231)/32 + sqrt(11)/96 + 5*sqrt(3)/96 + 29*sqrt(7)/32}
{-43/24 - sqrt(77)/16 - sqrt(21)/16, sqrt(3)/48 + sqrt(11)/48 + 5*sqrt(7)/8}
{-59/32 - 3*sqrt(77)/32 + sqrt(33)/96 + sqrt(21)/32, -sqrt(3)/96 + sqrt(11)/32 + sqrt(231)/32 + 15*sqrt(7)/32}
{-55/32 - 3*sqrt(21)/32 - sqrt(77)/32 - sqrt(33)/96, -sqrt(231)/32 + sqrt(11)/96 + sqrt(3)/32 + 27*sqrt(7)/32}
{-85/48 - sqrt(77)/16, sqrt(11)/48 + 11*sqrt(7)/16}
{-163/96 - sqrt(77)/32 - sqrt(21)/32 - sqrt(33)/96, -sqrt(231)/32 + sqrt(3)/96 + sqrt(11)/96 + 29*sqrt(7)/32}
{-15/8 - 3*sqrt(21)/16 + sqrt(33)/48, sqrt(3)/16 + sqrt(231)/16 + 3*sqrt(7)/8}
{-55/32 - 11*sqrt(21)/32 - sqrt(33)/96 + 3*sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/32 + 11*sqrt(3)/96 + 27*sqrt(7)/32}
{-85/48 - sqrt(21)/4 + sqrt(77)/16, -sqrt(11)/48 + sqrt(3)/12 + 11*sqrt(7)/16}
{-175/96 - 5*sqrt(21)/32 + sqrt(33)/96 + sqrt(77)/32, -sqrt(11)/96 + 5*sqrt(3)/96 + sqrt(231)/32 + 17*sqrt(7)/32}
{-161/96 - 7*sqrt(21)/32 + sqrt(33)/96 + sqrt(77)/32, -sqrt(11)/96 + 7*sqrt(3)/96 + sqrt(231)/32 + 31*sqrt(7)/32}
{-161/96 - sqrt(77)/32 - sqrt(33)/96 + sqrt(21)/32, -sqrt(231)/32 - sqrt(3)/96 + sqrt(11)/96 + 31*sqrt(7)/32}
{-157/96 - 3*sqrt(21)/32 - sqrt(77)/32 - sqrt(33)/96, -sqrt(231)/32 + sqrt(11)/96 + sqrt(3)/32 + 35*sqrt(7)/32}
{-167/96 - 5*sqrt(21)/32 + sqrt(33)/96 + sqrt(77)/32, -sqrt(11)/96 + 5*sqrt(3)/96 + sqrt(231)/32 + 25*sqrt(7)/32}
{-155/96 - sqrt(77)/32 - sqrt(21)/32 - sqrt(33)/96, -sqrt(231)/32 + sqrt(3)/96 + sqrt(11)/96 + 37*sqrt(7)/32}
{-55/32 - 3*sqrt(77)/32 + sqrt(33)/96 + sqrt(21)/32, -sqrt(3)/96 + sqrt(11)/32 + sqrt(231)/32 + 27*sqrt(7)/32}
{-53/32 - 3*sqrt(77)/32 - sqrt(21)/32 + sqrt(33)/96, sqrt(3)/96 + sqrt(11)/32 + sqrt(231)/32 + 33*sqrt(7)/32}
{-79/48 - sqrt(77)/8 + sqrt(21)/16, -sqrt(3)/48 + sqrt(11)/24 + 17*sqrt(7)/16}
{-5/3 - sqrt(77)/8 + sqrt(21)/8, -sqrt(3)/24 + sqrt(11)/24 + sqrt(7)}
{-85/48 - sqrt(77)/16 - sqrt(21)/16 + sqrt(33)/48, sqrt(3)/48 + sqrt(11)/48 + sqrt(231)/16 + 11*sqrt(7)/16}
{-43/24 - sqrt(77)/16 + sqrt(33)/48, sqrt(11)/48 + sqrt(231)/16 + 5*sqrt(7)/8}
{-41/24 - sqrt(77)/8 + sqrt(21)/8, -sqrt(3)/24 + sqrt(11)/24 + 7*sqrt(7)/8}
{-83/48 - sqrt(77)/8 + 3*sqrt(21)/16, -sqrt(3)/16 + sqrt(11)/24 + 13*sqrt(7)/16}
{-163/96 - 7*sqrt(21)/32 - sqrt(77)/32 + sqrt(33)/96, sqrt(11)/96 + 7*sqrt(3)/96 + sqrt(231)/32 + 29*sqrt(7)/32}
{-161/96 - 5*sqrt(21)/32 - sqrt(77)/32 + sqrt(33)/96, sqrt(11)/96 + 5*sqrt(3)/96 + sqrt(231)/32 + 31*sqrt(7)/32}
{-7/4 - 3*sqrt(21)/16 + sqrt(33)/48, sqrt(3)/16 + sqrt(231)/16 + 3*sqrt(7)/4}
{-163/96 - 3*sqrt(21)/32 - sqrt(77)/32 + sqrt(33)/96, sqrt(11)/96 + sqrt(3)/32 + sqrt(231)/32 + 29*sqrt(7)/32}
{-5/3 - sqrt(77)/16 - sqrt(21)/16, sqrt(3)/48 + sqrt(11)/48 + sqrt(7)}
{-79/48 - sqrt(77)/16, sqrt(11)/48 + 17*sqrt(7)/16}
{-167/96 - 3*sqrt(21)/32 - sqrt(77)/32 + sqrt(33)/96, sqrt(11)/96 + sqrt(3)/32 + sqrt(231)/32 + 25*sqrt(7)/32}
{-29/16 - sqrt(21)/8 + sqrt(33)/48, sqrt(3)/24 + sqrt(231)/16 + 9*sqrt(7)/16}
{-27/16 - sqrt(77)/16, sqrt(11)/48 + 15*sqrt(7)/16}
{-169/96 - sqrt(77)/32 - sqrt(21)/32 + sqrt(33)/96, sqrt(3)/96 + sqrt(11)/96 + sqrt(231)/32 + 23*sqrt(7)/32}
{-41/24 - sqrt(77)/16 + sqrt(21)/16, -sqrt(3)/48 + sqrt(11)/48 + 7*sqrt(7)/8}
{-55/32 - 9*sqrt(21)/32 + sqrt(33)/96 + 3*sqrt(77)/32, -sqrt(11)/32 + 3*sqrt(3)/32 + sqrt(231)/32 + 27*sqrt(7)/32}
{-25/16 - sqrt(21)/8 - sqrt(33)/48, -sqrt(231)/16 + sqrt(3)/24 + 21*sqrt(7)/16}
{-157/96 - 5*sqrt(21)/32 - sqrt(33)/96 + sqrt(77)/32, -sqrt(231)/32 - sqrt(11)/96 + 5*sqrt(3)/96 + 35*sqrt(7)/32}
{-41/24 - 3*sqrt(21)/16 + sqrt(77)/16, -sqrt(11)/48 + sqrt(3)/16 + 7*sqrt(7)/8}
{-329/192 - sqrt(105)/64, sqrt(15)/192 + 55*sqrt(7)/64}
{-105/64 - 3*sqrt(105)/64, sqrt(15)/64 + 69*sqrt(7)/64}
{-49/32 - 3*sqrt(105)/32, sqrt(15)/32 + 45*sqrt(7)/32}
{-231/128 + sqrt(105)*(3 - sqrt(33))/128 + 7*sqrt(33)/384, -sqrt(15)/128 + sqrt(55)/128 + 7*sqrt(231)/128 + 75*sqrt(7)/128}
{-217/128 - 7*sqrt(21)/128 - 3*sqrt(105)/128 - sqrt(5)/128, -3*sqrt(35)/128 + sqrt(15)/128 + 7*sqrt(3)/384 + 117*sqrt(7)/128}
{-105/64 - 7*sqrt(21)/64 - 3*sqrt(105)/64 - sqrt(5)/64, -3*sqrt(35)/64 + sqrt(15)/64 + 7*sqrt(3)/192 + 69*sqrt(7)/64}
{-203/128 - 21*sqrt(21)/128 - 9*sqrt(105)/128 - 3*sqrt(5)/128, -9*sqrt(35)/128 + 3*sqrt(15)/128 + 7*sqrt(3)/128 + 159*sqrt(7)/128}
{-623/384 - 7*sqrt(105)/128 - 7*sqrt(77)/128 - sqrt(165)/384, -sqrt(1155)/128 + 7*sqrt(11)/384 + 7*sqrt(15)/384 + 145*sqrt(7)/128}
{-665/384 - 7*sqrt(21)/64 - sqrt(105)/128 - sqrt(5)/64 + sqrt(165)/384 + 7*sqrt(77)/128, -3*sqrt(35)/64 - 7*sqrt(11)/384 + sqrt(15)/384 + 7*sqrt(3)/192 + sqrt(1155)/128 + 103*sqrt(7)/128}
{-637/384 - 7*sqrt(21)/64 - 5*sqrt(105)/128 - sqrt(5)/64 + sqrt(165)/384 + 7*sqrt(77)/128, -3*sqrt(35)/64 - 7*sqrt(11)/384 + 5*sqrt(15)/384 + 7*sqrt(3)/192 + sqrt(1155)/128 + 131*sqrt(7)/128}
{-161/96 - 7*sqrt(77)/128 - sqrt(105)/32 - sqrt(165)/384 + sqrt(5)/128 + 7*sqrt(21)/128, -sqrt(1155)/128 - 7*sqrt(3)/384 + sqrt(15)/96 + 7*sqrt(11)/384 + 3*sqrt(35)/128 + 31*sqrt(7)/32}
{-161/96 - 21*sqrt(21)/128 - sqrt(105)/32 - 3*sqrt(5)/128 + sqrt(165)/384 + 7*sqrt(77)/128, -9*sqrt(35)/128 - 7*sqrt(11)/384 + sqrt(15)/96 + 7*sqrt(3)/128 + sqrt(1155)/128 + 31*sqrt(7)/32}
{-7/4 - 3*sqrt(385)/128 - 7*sqrt(21)/128 - sqrt(5)/128 + 7*sqrt(33)/384, -3*sqrt(35)/128 + 7*sqrt(3)/384 + sqrt(55)/128 + 7*sqrt(231)/128 + 3*sqrt(7)/4}
{-217/128 - 7*sqrt(21)/64 - 3*sqrt(385)/128 - 3*sqrt(105)/128 - sqrt(5)/64 + 7*sqrt(33)/384, -3*sqrt(35)/64 + sqrt(15)/128 + sqrt(55)/128 + 7*sqrt(3)/192 + 7*sqrt(231)/128 + 117*sqrt(7)/128}
{-665/384 - 21*sqrt(21)/128 - 3*sqrt(385)/128 - sqrt(105)/128 - 3*sqrt(5)/128 + sqrt(165)/384 + 7*sqrt(33)/384 + 7*sqrt(77)/128, -9*sqrt(35)/128 - 7*sqrt(11)/384 + sqrt(15)/384 + sqrt(55)/128 + 7*sqrt(3)/128 + sqrt(1155)/128 + 7*sqrt(231)/128 + 103*sqrt(7)/128}
{-679/384 - 21*sqrt(21)/128 - 3*sqrt(385)/128 - 3*sqrt(5)/128 + sqrt(165)/384 + sqrt(105)/128 + 7*sqrt(33)/384 + 7*sqrt(77)/128, -9*sqrt(35)/128 - 7*sqrt(11)/384 - sqrt(15)/384 + sqrt(55)/128 + 7*sqrt(3)/128 + sqrt(1155)/128 + 7*sqrt(231)/128 + 89*sqrt(7)/128}
{-665/384 - 7*sqrt(77)/128 - 3*sqrt(385)/128 - sqrt(105)/128 - sqrt(165)/384 + sqrt(5)/128 + 7*sqrt(33)/384 + 7*sqrt(21)/128, -sqrt(1155)/128 - 7*sqrt(3)/384 + sqrt(15)/384 + sqrt(55)/128 + 7*sqrt(11)/384 + 3*sqrt(35)/128 + 7*sqrt(231)/128 + 103*sqrt(7)/128}
{-679/384 - 7*sqrt(77)/128 - 3*sqrt(385)/128 - sqrt(165)/384 + sqrt(5)/128 + sqrt(105)/128 + 7*sqrt(33)/384 + 7*sqrt(21)/128, -sqrt(1155)/128 - 7*sqrt(3)/384 - sqrt(15)/384 + sqrt(55)/128 + 7*sqrt(11)/384 + 3*sqrt(35)/128 + 7*sqrt(231)/128 + 89*sqrt(7)/128}
{-343/192 - 7*sqrt(21)/64 - 3*sqrt(385)/128 - sqrt(5)/64 + sqrt(165)/384 + 7*sqrt(33)/384 + sqrt(105)/64 + 7*sqrt(77)/128, -3*sqrt(35)/64 - 7*sqrt(11)/384 - sqrt(15)/192 + sqrt(55)/128 + 7*sqrt(3)/192 + sqrt(1155)/128 + 7*sqrt(231)/128 + 41*sqrt(7)/64}
{-175/96 - 7*sqrt(21)/64 - 3*sqrt(385)/128 - sqrt(5)/64 + sqrt(165)/384 + 7*sqrt(33)/384 + sqrt(105)/32 + 7*sqrt(77)/128, -3*sqrt(35)/64 - 7*sqrt(11)/384 - sqrt(15)/96 + sqrt(55)/128 + 7*sqrt(3)/192 + sqrt(1155)/128 + 7*sqrt(231)/128 + 17*sqrt(7)/32}
{-1253/768 - 13*sqrt(105)/256 - 7*sqrt(77)/256 - 3*sqrt(385)/256 - sqrt(165)/768 + sqrt(5)/256 + 7*sqrt(33)/768 + 7*sqrt(21)/256, -sqrt(1155)/256 - 7*sqrt(3)/768 + sqrt(55)/256 + 7*sqrt(11)/768 + 13*sqrt(15)/768 + 3*sqrt(35)/256 + 7*sqrt(231)/256 + 283*sqrt(7)/256}
{-1267/768 - 11*sqrt(105)/256 - 7*sqrt(77)/256 - 3*sqrt(385)/256 - 7*sqrt(21)/256 - sqrt(165)/768 - sqrt(5)/256 + 7*sqrt(33)/768, -sqrt(1155)/256 - 3*sqrt(35)/256 + 7*sqrt(3)/768 + sqrt(55)/256 + 7*sqrt(11)/768 + 11*sqrt(15)/768 + 7*sqrt(231)/256 + 269*sqrt(7)/256}
{-427/256 - 21*sqrt(77)/256 - 9*sqrt(105)/256 - 3*sqrt(385)/256 - sqrt(165)/256 + 3*sqrt(5)/256 + 7*sqrt(33)/768 + 21*sqrt(21)/256, -3*sqrt(1155)/256 - 7*sqrt(3)/256 + sqrt(55)/256 + 3*sqrt(15)/256 + 7*sqrt(11)/256 + 9*sqrt(35)/256 + 7*sqrt(231)/256 + 255*sqrt(7)/256}
{-427/256 - 21*sqrt(21)/256 - 9*sqrt(105)/256 - 7*sqrt(77)/256 - 3*sqrt(385)/256 - 3*sqrt(5)/256 - sqrt(165)/768 + 7*sqrt(33)/768, -9*sqrt(35)/256 - sqrt(1155)/256 + sqrt(55)/256 + 7*sqrt(11)/768 + 3*sqrt(15)/256 + 7*sqrt(3)/256 + 7*sqrt(231)/256 + 255*sqrt(7)/256}
